articlesShortDescription,Date
* Steel futures close higher on upbeat economic data (Updates with closing prices),2021-03-15 07:28:42
* Steel futures close higher on upbeat economic data (Updates with closing prices),2021-03-15 07:28:42
* Steel futures close higher on upbeat economic data (Updates with closing prices),2021-03-15 07:28:42
* Steel futures close higher on upbeat economic data (Updates with closing prices),2021-03-15 07:28:42
* Steel futures close higher on upbeat economic data (Updates with closing prices),2021-03-15 07:28:42
* Steel futures close higher on upbeat economic data (Updates with closing prices),2021-03-15 07:28:42
Chinese iron ore futures dropped more than 6% on Monday after top steelmaking city Tangshan pledged to cut emissions by 50% during the heavy pollution period and punish those who fail to implement production curbs.,2021-03-15 04:11:24
Chinese iron ore futures dropped more than 6% on Monday after top steelmaking city Tangshan pledged to cut emissions by 50% during the heavy pollution period and punish those who fail to implement production curbs.,2021-03-15 04:11:24
Chinese iron ore futures dropped more than 6% on Monday after top steelmaking city Tangshan pledged to cut emissions by 50% during the heavy pollution period and punish those who fail to implement production curbs.,2021-03-15 04:11:24
Chinese iron ore futures dropped more than 6% on Monday after top steelmaking city Tangshan pledged to cut emissions by 50% during the heavy pollution period and punish those who fail to implement production curbs.,2021-03-15 04:11:24
Chinese iron ore futures dropped more than 6% on Monday after top steelmaking city Tangshan pledged to cut emissions by 50% during the heavy pollution period and punish those who fail to implement production curbs.,2021-03-15 04:11:24
Chinese iron ore futures dropped more than 6% on Monday after top steelmaking city Tangshan pledged to cut emissions by 50% during the heavy pollution period and punish those who fail to implement production curbs.,2021-03-15 04:11:24
Chinese iron ore futures dropped more than 6% on Monday after top steelmaking city Tangshan pledged to cut emissions by 50% during the heavy pollution period and punish those who fail to implement production curbs.,2021-03-15 04:11:24
Chinese iron ore futures dropped more than 6% on Monday after top steelmaking city Tangshan pledged to cut emissions by 50% during the heavy pollution period and punish those who fail to implement production curbs.,2021-03-15 04:11:24
"China's crude steel output rose 12.9% in the first two months of 2021 compared with a year earlier, as steel mills increased production in expectation of more robust demand from the construction and manufacturing sectors. ",2021-03-15 03:21:56
"China's crude steel output rose 12.9% in the first two months of 2021 compared with a year earlier, as steel mills increased production in expectation of more robust demand from the construction and manufacturing sectors. ",2021-03-15 03:21:56
"China's crude steel output rose 12.9% in the first two months of 2021 compared with a year earlier, as steel mills increased production in expectation of more robust demand from the construction and manufacturing sectors.",2021-03-15 03:21:28
"China's crude steel output rose 12.9% in the first two months of 2021 compared with a year earlier, as steel mills increased production in expectation of more robust demand from the construction and manufacturing sectors.",2021-03-15 03:21:28
"Australian shares fell in early trade on Monday, hurt by losses among mining and technology stocks, while investors looked to the release of minutes from the central bank's monetary policy meeting later this week.",2021-03-15 00:48:32
"Australian shares fell in early trade on Monday, hurt by losses among mining and technology stocks, while investors looked to the release of minutes from the central bank's monetary policy meeting later this week.",2021-03-15 00:48:32
"Australia's Fortescue Metals Group, the world's fourth-largest iron ore miner, has set an ambitious plan to become carbon neutral by 2030, bringing forward the target by 10 years as it aims to start producing green hydrogen as soon as 2023.",2021-03-14 23:30:54
"Australia's Fortescue Metals Group, the world's fourth-largest iron ore miner, has set an ambitious plan to become carbon neutral by 2030, bringing forward the target by 10 years as it aims to start producing green hydrogen as soon as 2023.",2021-03-14 23:30:54
"Congo Republic on Saturday has signed two mining conventions with Congo's Sangha Mining to exploit iron ore on licenses the government withdrew last year from Australian miners Sundance and Equatorial Resources, and Nevis-registered Avima.",2021-03-14 08:06:43
"Congo Republic on Saturday has signed two mining conventions with Congo's Sangha Mining to exploit iron ore on licenses the government withdrew last year from Australian miners Sundance and Equatorial Resources, and Nevis-registered Avima.",2021-03-14 08:06:43
"Congo Republic on Saturday has signed two mining conventions with Congo's Sangha Mining to exploit iron ore on licenses the government withdrew last year from Australian miners Sundance and Equatorial Resources, and Nevis-registered Avima.",2021-03-14 08:06:43
"Congo Republic on Saturday has signed two mining conventions with Congo's Sangha Mining to exploit iron ore on licenses the government withdrew last year from Australian miners Sundance and Equatorial Resources, and Nevis-registered Avima.",2021-03-14 08:06:43
"Congo Republic on Saturday has signed two mining conventions with Congo's Sangha Mining to exploit iron ore on licenses the government withdrew last year from Australian miners Sundance and Equatorial Resources, and Nevis-registered Avima.",2021-03-14 08:06:43
"Congo Republic on Saturday has signed two mining conventions with Congo's Sangha Mining to exploit iron ore on licenses the government withdrew last year from Australian miners Sundance and Equatorial Resources, and Nevis-registered Avima.",2021-03-14 08:06:43
"Global miners such as Brazil's Vale, Anglo American PLc and Chile's Codelco said they expect demand for copper to strengthen in coming years on growing demand for environmentally friendly cars, while the mining industry reckons with questions about its own sustainability...",2021-03-12 19:09:10
"Global miners such as Brazil's Vale, Anglo American PLc and Chile's Codelco said they expect demand for copper to strengthen in coming years on growing demand for environmentally friendly cars, while the mining industry reckons with questions about its own sustainability...",2021-03-12 19:09:10
"Brazilian development bank BNDES said on Friday it made a record high profit of 20.7 billion reais ($3.7 billion) for 2020, up 19% and boosted by sales of stakes in large Brazilian companies.",2021-03-12 13:40:15
* NZ50 up 1.3%; restrictions lifted in Auckland (Updates to close),2021-03-12 06:16:07
* NZ50 up 1.3%; restrictions lifted in Auckland (Updates to close),2021-03-12 06:16:07
China's Ministry of Ecology and Environment (MEE) urged top steelmaking city Tangshan to severely crack down on violations of atmospheric environment rules after it found four steel mills failed to implement production curbs during heavy pollution.,2021-03-12 02:08:20
Avima Iron Ore Limited said on Thursday it had written to Congo Republic's government to demand it either reinstate the company's production licence that was stripped last November or pay damages of $27 billion.,2021-03-11 10:19:19
